,id_enterprise,enterprise_name,job_name,city,job_description,hierarchy_level,job_type,functions,sectors
176,13722,Lectra,Ingénieur développement data HF,"Cestas, Nouvelle-Aquitaine, France","Nous recherchons pour notre R&D, basé à Cestas (33), un(e) : Ingénieur développement data HFEn tant qu’Ingénieur de développement logiciel Data, vous aurez pour mission principale la conception, le développement et la maintenance des solutions et outils liés aux données.Pour cela, vos responsabilités seront les suivantes : •  Maintenir et améliorer les pipelines de traitement des données : Participer à la définition des workflows de calcul, mettre en évidence les points forts, les points faibles et les limites de ceux-ci, •  Mettre en place la collecte, le stockage et l’accès aux données : Identifier les solutions technologiques et mettre en perspective ces solutions au regard de leurs coûts, • ​​​​​​​ Soutenir l’exploitation, être force de proposition sur la qualité de service et l’amélioration continue : Vous développerez des outils et des bibliothèques adaptées au traitement massif de données, et utiliserez ceux-ci dans le cadre du développement des workflows de traitement des données, • ​​​​​​​ Effectuer une veille technologique sur les nouvelles solutions pour le calcul distribué, • ​​​​​​​ Support des produits en production,ProfilDe formation Bac +5 en école d’Ingénieur ou équivalent, vous justifiez d’une expérience d’au moins 2 ans au sein d’une équipe de développement, avec une première expérience réussie dans le déploiement d’une plateforme Data d’entreprise. • ​​​​​​​ Idéalement vous possédez des connaissances de Scala, java /Kotlin, Spark et Kafka • ​​​​​​​ Par ailleurs, la connaissance du processus de mise en production d’une grande entreprise vous permettra de vous intégrer et vous adapter plus facilement • ​​​​​​​ Vous avez une véritable culture DevOps, • ​​​​​​​ Motivé(e) et passionné(e) par le Big Data, vous avez envie d’apprendre et également de participer à un projet fédérateur • ​​​​​​​ Enfin, la maîtrise de l’anglais est nécessaire pour une bonne exécution des missions qui vous seront confiées.De bonnes raisons pour nous rejoindre ? • ​​​​​​​ Intégrer un leader mondial reconnu pour sa capacité d’innovation • ​​​​​​​ Contribuer fortement à l’amélioration ainsi qu’à la performance de notre industrie • ​​​​​​​ Rejoindre une équipe d’experts passionnés de Data • ​​​​​​​ Travailler dans un environnement technologique de pointe et dans une bonne ambiance égalementVous vous reconnaissez dans cette description ?Alors prenez contact avec nous en mentionnant le poste et la référence 19-146 à l’adresse suivante : drh-lectra@lectra.com  La Diversité : une priorité pour Lectra qui s’engage à :Refléter dans ses équipes mondiales et à tous les niveaux la réalité sociale, et promouvoir ainsi la diversité en termes de nationalité, d’origine ethnique ou sociale, de sexe ou d’âgeFavoriser l’emploi des personnes handicapées et la mise en place des moyens nécessaires à l’adaptation de leurs conditions de travailCapitaliser sur la diversité culturelle de nos salariés et valoriser les expériences pour faciliter le développement professionnel.Nous vous invitons à faire de votre réussite, la réussite de Lectra.",Confirmé,Temps plein,"['Technologies de l’information', 'Ingénierie']",['Technologies et services de l’information']
177,13723,Micropole,Ingénieur d'Etudes Décisionnel Senior - Data Intelligence H/F,"Levallois-Perret, FR","Groupe international spécialisé en conseil et solutions innovantes dans le domaine de la Data et du Digital.Aujourd’hui, plus de 1250 experts métiers et ingénieurs accompagnent nos clients sur 3 offres complémentaires : Digital Experience, Data Intelligence & Performance et Data Governance & Architecture.Depuis 30 ans, nous sommes tous animés par une volonté commune : aider les entreprises à se transformer en tirant le meilleur parti de l’innovation !Vos MissionsAu sein d’une équipe, et sous la responsabilité de managers confirmés, vous interviendrez à la mise en place de solutions décisionnelles et participerez aux phases conception et réalisation des projets : recueil de besoins, spécifications fonctionnelles et techniques, réalisation, tests, formation, maintenance.Vous Participerez à Des Projets Variés, Tous Secteurs D’activités Et Vous Aurez L’occasion D’appréhender Les Différentes Composantes D’un Projet Décisionnel La modélisation et l’enrichissement de bases de données La réalisation de Datawarehouses et de Datamarts La construction de Datamarts, de structures d’analyse composées d’axes d’analyse et d’indicateurs (Cube OLAP, schémas en étoile…) La mise en place d’outils de restitution BI pour la production de reporting et de tableaux de bord Votre Profil A l’aise sur les problématiques décisionnelles, vous disposez d’au moins 5 ans d’expérience Vous maîtrisez la/les solutions : Datastage, Talend, Informatica, Cognos, MS BI (SQL SERVER (SSIS-SSAS-SSRS), Power BI …)… Vous êtes diplômé d’une école d’ingénieur ou d’une université Vous êtes en veille permanente sur les innovations technologiques comme le Big Data, la Data Visualization, le Cloud, le Search, le Prédictif, IoT… Enfin, vous disposez d’un niveau d’anglais opérationnel, à l’oral comme à l’écrit. Autonome, impliqué et doté d’un bon relationnel, vous avez le goût du challenge.Enfin, vous souhaitez rejoindre une entité dynamique dans laquelle les collaborateurs portent l’esprit d’équipe et travaillent sur des projets innovants.Depuis 2015, Le Groupe Micropole est labellisé Happy Trainees et Happy at Work for Starters.En 2018, le Groupe est une nouvelle fois propulsé dans le top 10 des entreprises françaises où il fait bon démarrer sa carrière !",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
178,13724,Octopeek,Ingénieur d'Affaires Expert BIG DATA/IA,"Enghien-les-Bains, Île-de-France, France","Octopeek est une Data Fabric qui aide les entreprises à améliorer leur productivité et leur performance grâce à l’IA. Elle rend accessible le Big Data à toutes les entreprises et les aide à la prise de décisions grâce à des modules qui s’adaptent aux métiers.Cette Data Fabric est constituée de 3 briques :Big Data as a service (BDaaS) , Smart Data, AI as a service (AIaaS). Cela permet de collecter, stocker, sécuriser les données, et en extraire toute la valeur grâce à des workflows Data Science (nettoyage, enrichissement, analyse, modeling, visualisation, traitements AI).Cette Data Fabric fonctionne en libre-service. Toutefois pour des besoins très spécifiques, Octopeek aide les entreprises en proposant ses services de consulting et de formations.Octopeek est agréée CIR et reconnue Organisme de Formation dans le cadre de vos financements OPCA.Descriptif mission :Pour accompagner notre croissance interne, nous recherchons un(e) Ingénieur d’affaires pour intégrer notre société. Rattaché(e) au Business Manager Opérationnel, vous aurez la responsabilité de développer votre portefeuille clients.A ce titre vos principales missions seront :Gérer et développer plusieurs comptes clients existants qui vous seront confiés lors de votre arrivée.Cibler, prospecter, développer et fidéliser un portefeuille de prospects.Etudier et qualifier les besoins de vos clients/prospects.Contacter et rencontrer les interlocuteurs décideurs et prescripteurs pour promouvoir l'ensemble de nos offres.Détecter les nouvelles opportunités commerciales.Elaborer et négocier les propositions commerciales.Assurer le suivi de la réalisation des prestations.Manager et suivre les consultants dont vous avez la responsabilité.Réaliser un reporting régulier et de qualité.Vous bénéficierez d'un accompagnement durant toute votre période d'intégration.Profil recherchéDe formation commerciale (Bac+3/5), vous aimez relever les challenges, vous êtes à l'aise lors des négociations commerciales, vous avez un goût prononcé pour les nouvelles technologies et une bonne connaissance du secteur du Retail et du Luxe serait un plus. Nous recherchons un profil confirmé avec minimum 4/5 ans d’expériences. Idéalement une première expérience en cabinet de conseil et/ou ESN.Connaissance des métiers de l’IT, Big Data et IA est important.Vous avez un tempérament de « chasseur », vous êtes tenace et fonceur(se) dans l’âme.Votre sens relationnel ainsi qu’une bonne aptitude à communiquer avec des interlocuteurs de haut niveau sont des atouts déterminants pour ce poste.Dans la cadre de notre développement à l’international la maîtrise de l’Anglais est importante.",Manager,Temps plein,"['Ventes', 'Développement commercial ']",['Logiciels informatiques']
179,13725,Gfi world,Ingénieur d'études BI H/F,"Nantes, FR","Détail de l'offre  Informations générales  Entité de rattachement  2ème ESN du Grand Ouest avec plus de 1500 collaborateurs, Gfi Informatique est présente sur 9 agences de proximité (Nantes, Niort, Rennes, Lannion, Caen, Le Mans, Orléans, Tours et Brest). Le savoir-faire et l'expertise de nos collaborateurs permettent d'accompagner nos clients grands comptes dans les phases de conception, de réalisation, d'évolution et de maintenance en conditions opérationnelles de leur SI. Nous poursuivons en 2018 notre dynamique de croissance sur la région en recrutant 300 nouveaux talents. Rejoignez une équipe qui marque !Vous souhaitez en savoir plus, échangez directement avec nos collaborateurs http //bit.ly/2EhnRqBDescription du poste Métier Métier AS (Application Services) - Développement Intitulé du poste Ingénieur d'études BI H/F Contrat CDIDescription De La MissionAu sein de notre Centre de Services, vous participez à la mise en œuvre de projets décisionnels. Professionnel.le dans ce domaine, votre objectif sera de créer des outils d’aide à la décision pour nos clients.Passionné.e par les environnements BI, vous maîtrisez les langages d'interrogations de données (SQL, PL/SQL, T/SQL...), un ou plusieurs ETL (idéalement Informatica).Diplômé(e) d’une formation supérieure en Informatique, vous avez acquis au cours de votre expérience, une expertise sur les solutions de ""Data prep"" pour l'import, l'organisation, la sélection, l'enrichissement ... des données (ETL type Informatica, Talend ...)Ce que vous pouvez attendre de nous !Des missions et projets passionnantsLa participation à des communautés d’experts en BI / Big Data pour partager vos compétences et en découvrir de nouvellesL’accès à des formations (auprès d’organismes, de nos partenaires ou sur notre plateforme de e-learning) pour monter en compétences et faire évoluer votre carrièreVous avez déjà envie de nous rejoindre ? Alors envoyez-nous votre candidature. Profil Maîtrise d’un langage d'interrogation de données (SQL, PL/SQL, T/SQL...)Maîtrise d'un outil ETL (Informatica, Talend, ...)Maîtrise d'un langage de développement orienté objet (.net / java / python...)Localisation du poste Localisation du poste France, Ouest, 44 Loire-Atlantique Lieu NantesCritères candidat Niveau d'études min. requis Bac+5 Niveau d'expérience min. requis Plus de 2 ans",Confirmé,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Marketing et publicité', 'Technologies et services de l’information', 'Conseil en management']"
180,13726,Baldwin Partners,Ingénieur big data CDI,"Nantes, FR","Le Programme de déploiement de notre client a pour objectif de mettre en place des projets utilisant les technologies Big Data pour accompagner la digitalisation de ses process.L’Ingénieur Big data aura pour mission de réaliser le Développements Data Python / Spark / Scala en suivant les processus et bonnes pratiques de l’équipe de développeurs du programme.Compétences Techniques & Relationnelles RequisesPythonHadoopEnvironnements Unix/linuxConnaissance du SQLTravail en équipe, capacité d’intégration.Etre rigoureux, organisé & autonomeEtre force de proposition d’amélioration dans le cadre de l’industrie 4.0Référence :BP24Localisation(s) : Nantes (44)",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Ingénierie mécanique ou industrielle']"
181,13727,GROUPE M6,CDI Ingénieur de Développement / moteurs d'optimisation H/F,"Neuilly-sur-Seine, Île-de-France, France","Au sein du Domaine Publicité de la DSI du Groupe M6, et en tant qu'ingénieur de développement spécialisé moteurs d'optimisation, vous aurez pour mission de concevoir et de développer des applications innovantes pour M6 Publicité. Vous interviendrez sur plusieurs projets :•	Les moteurs d'optimisation :Dans une équipe spécialisée de 3 personnes, vous participerez à la conception et au développement de plusieurs moteurs d'optimisation (programmation linéaire). Vous analyserez les performances et serez amené à réaliser la maintenance évolutive ainsi qu'à concevoir et réaliser de nouveaux moteurs.•	Les applications du SI Publicité:Vous participerez à la conception et au développement des applications dédiées aux métiers de la régie publicitaire (gestion commerciale, offre, planification, facturation, extranet, audiences etc.)Vous interviendrez dans un environnement dynamique en mode AGILE. Vous utiliserez les dernières technologies du marché et utiliserez les interfaces internes et externes : équipes de développement et chefs de projet SI Pub et équipes d'Intégration et d'Exploitation de la DSI.De formation école d'ingénieurs ou universitaire, vous avez au moins 3 ans d'expériences professionnelles dans le développement Java, et avez développé les compétences suivantes:- Programmation objet Java : Spring, Hibernate, HTML5, JS, Angular;- Mathématiques : Statistiques, programmation linéaire et optimisation combinatoire;- Base de données SQL Oracle;- R, Big Data, Machine Learning seraient un plus.Vous êtes intéressé par les problématiques d'optimisation, et avez déjà, idéalement, une expérience dans ce domaine.Vous aimez concevoir des algorithmes performants.Vous êtes méthodique et rigoureux.Vous aimez les mathématiques et avez une connaissance théorique en statistiques et en recherche opérationnelle ; idéalement sur l'optimisation combinatoire (PLNE, heuristique, et algorithmes évolutionnaires).Vous avez un anglais opérationnel.Vous vous reconnaissez dans ce poste? Rejoignez-nous !Le process de recrutement sera le suivant :1ère étape : entretien avec la RH et le manager;2ème étape: entretien avec le Directeur de la BU;3ème étape: entretien avec le DRH du groupe M6.Le Groupe M6 valorise la diversité. Soyez vous-même, soyez M6 !",Confirmé,Temps plein,"['Ingénierie', 'Technologies de l’information']",['Médias radio et télédiffusés']
182,13728,Logware,Ingénieur Big Data,"Paris, FR","Vos Principales MissionsDans un monde où la donnée devient une véritable mine d’or pour les entreprises, une grande banque internationale souhaite mettre en place des moteurs de recherches Big Data dans un environnement full Agile.> Construction de l'évolution des offres de services Search BIG DATA (Elastic, Solr…)-> Support L3 sur des incidents de production-> Accompagnement & conseil sur l'utilisation de ces technologies et de leur modélisation-> Gestion de la production d’un cluster Elastic avec toutes ses composantes (Kibana, logstash, filebeat, metricbeat, etc)Les « must have » Expérience significative de 5 ans minimum à un poste similaire Maitrise des outils d’automatisation et d’industrialisation (Ansible, Terraform, Shell..) Expertise Search Elastic (Certification ou formations) Connaissances sur la technologie solr/solrcloud Anglais fortement appréciéLe « nice profil » VOUS et votre aisance relationnelle, votre curiosité, votre sens du service, votre esprit collaboratif et votre capacité à travailler en toute autonomie et à synthétiser l’informationSi ce poste vous a donné l’envie de nous rejoindre, vous pouvez le faire en 2mn chrono avec l’envoi de votre candidature ! Nous saurons vous assurer une belle carrière au sein de Logware avec des propositions de missions à fort challenge, des formations et un suivi régulier pour vous accompagner tout au long de notre collaboration ????",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Banques']"
183,13729,Neosoft Solutions Inc,Ingénieur Big Data,"Rennes, FR","Votre missionDans le cadre du développement de notre activité, nous recherchons des Ingénieurs Big Data pour intervenir chez nos clients grands comptes au sein d’une équipe Agile.Vos Principales Missions SerontParticiper à la conception logicielle en équipe Cadrer et relire les spécifications fonctionnelles et techniques Réaliser le développement de nouvelles fonctionnalités Maintenir les systèmes applicatifs et traiter les incidents en production avec l’intégrateur Compétences techniques Développement sous Java, Pig, Hive, Spark, Scala Connaissances Hadoop Maîtrise des protocoles HTTP, SSL, JSON-REST, XML, WebServicesVotre profilDe formation supérieure en informatique, vous justifier d’une première expérience d’un an minimum à un poste similaire. Vous êtes passionné par les technologies du Big Data, et êtes curieux d’esprit ? Vous n’avez pas peur d’apprendre de vos erreurs et des autres pour vous améliorer ? Vous êtes doté d’une capacité d’adaptation et n’imaginez le travail qu’en équipe ? Ce poste est fait pour vous !",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
184,13730,MFG Labs,Ingénieur Python H/F,"Paris 04, Île-de-France, France","MFG Labs c’est : Travailler dans une entreprise pionnière sur les problématiques data science depuis 10 ans. Partager son enthousiasme et sa curiosité en prenant part à la révolution apportée par les mathématiques appliquées, la data science et l’intelligence artificielle. Enfin c’est être pragmatique car nous travaillons sur des solutions industrielles ayant un impact concret. MFG Labs c’est aussi une synergie d’expertise; des équipes de passionnées composées de data scientists, d’ingénieurs, designers et chefs de projets. Une approche pluri-disciplinaire pour construire les solutions les plus pertinentes aux problématiques les plus complexes.  Ce que l’on vous propose :  Au sein du pôle Data Technologie et rattaché(e) à un Senior, vous participerez à la conception, au développement, au déploiement et aux tests des solutions de traitement de données complexes, sur des infrastructures variées.  Vous participerez ainsi aux stratégies de transformation data des clients de MFG Labs en garantissant leur qualité.   Concevoir, implémenter et déployer en production : Des algorithmes prototypés dans divers langages Des pipelines de traitement de volumes de données important Des stratégies d’industrialisation (CI/CD, auto scaling, orchestration containerization…) Des macroservices et microservices communicant avec des frontaux, services externes ou internes, en temps réel et intensifs en données, notamment via API REST Tester de nouveaux frameworks de traitement de données et valoriser l’expertise sur les différentes technologies et clouds (veille technologique, formations, certifications...) Pour vous épanouir sur ce nouveau poste nous vous accompagnons dans votre parcours d’intégration, de formation et dans le mentoring de votre carrière par un senior ou un architecte. Vous :   Vous avez minimum 2 ans d'expérience hors stage Maîtrise de Python, Pytest, Shell, Panda, Flask Bonne compréhension des algorithmes de Machine Learning Fort intérêt pour la programmation fonctionnelle Travail en équipe et mode projet (Scrum/Kanban) Anglais technique indispensable (lu/parlé/écrit)   Votre environnement technique : SQL et base de données NoSQL Versionnement de sources : Git/GitFlow Big Data : Hadoop, Spark, Akka, Play Framework … AWS, GCP, Azure Industrialisation et de mise en production (CI/CD…) Injection de dépendance, MVC et design d’API  Déroulé des entretiens :  Entretien téléphonique Entretien RH puis technique dans nos locaux à Bastille Entretien avec votre futur manager",Confirmé,Temps plein,"['Technologies de l’information', 'Ingénierie']",['Technologies et services de l’information']
185,13731,Devoteam,Ingénieur Big data H/F,"Lille, FR","Description de l'entrepriseChez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu. Ensemble, nous aidons nos clients du CAC40 à remporter la bataille du Digital : du conseil à la mise en œuvre de technologies innovantes, jusqu’à l’adoption des usages.Nous intervenons principalement dans les secteurs de la banque, de l’énergie et de l’industrie ainsi que dans la santé, les transports et la distribution.Cloud, Cybersécurité, Digital Workplace ainsi que Big Data et Project Management n’ont aucun secret pour notre tribu ! Nos 7 200+ collaborateurs sont certifiés, formés et accompagnés au quotidien pour relever de nouveaux challenges innovants.D’ici 2020, nous serons un des leaders européens de la transformation digitale. Es-tu prêt(e) à relever le défi ?Description du posteBenoît et son équipe lilloise n'attendent que toi pour relever de nouveaux défis. Ensemble vous accompagnerez nos clients dans la transformation de leur projet vers la mise en oeuvre et le déploiement de solutions BIG DATA.Ta mission si tu l'acceptes, est de participer à : L'administration de solutions Big Data : hadoop (hortonworks, mapr), spark, mongodb/cassandra ... L'optimisation des performances de la plateforme BIG DATA L'amélioration et la simplification des processus d'intégration et déploiement continuPour réussir ce nouveau challenge nous vous proposerons des actions de formation via des certifications en direct des éditeurs, des actions de parrainage et un dispositif d'évaluation personnel régulier.QualificationsDiplômé(e) d'une école d'ingénieurs ou d'un Master 2 en informatique, tu souhaites t'investir dans une équipe dynamique, passionnée et aux valeurs humaines.Tu es doté d'un excellent relationnel et tu as pour ambition d'évoluer dans un contexte innovant et challengeant lié aux sujets Big Data. Tu aimes travailler en équipe, and you are fluent in english !Tu possèdes idéalement une expérience significative en développement Java/JEE et une bonne connaissance des outils Big Data.Tu es désireux (se) de t'investir dans des projets innovants et gagner rapidement en responsabilités.Alors n'hésites plus réponds à l'annonce de Laury et rejoins la communauté des Digital Transformakers !Informations complémentairesTu veux en savoir plus? Viens échanger directement avec nos ambassadeurs.Le savais-tu ?Tous nos postes sont ouverts aux personnes en situation de handicap. Devoteam est engagé dans une politique Diversité.En rejoignant Devoteam, tu auras la possibilité de te connecter avec tes pairs, de partager leur expérience et de développer tes compétences en rejoignant la communauté Big Data partagée par nos 17 pays.",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Gestion des associations et fondations', 'Internet', 'Conseil en management']"
186,13732,CELAD,[CDI ou Freelance] Ingénieur développement Python orienté traitement de données et Big Data - H/F,"La Ciotat, FR","Description Du PosteNous poursuivons notre développement dans le Sud-Est et recrutons  un(e) Ingénieur développement Python orienté traitement de données & Big Data (+ compétences PHP) pour l’un de nos clients situé sur La Ciotat.MissionEn collaboration avec les équipes d’ingénierie, vous aurez en charge :1/ Le Développement De Logiciels Pour Le post-traitement de données issues du monitoring d’un produit embarqué, L’indexation et le classement des données pour une exploitation ultérieure, L’exploitation des données (recherches efficaces, extraction sur combinaison de critères de recherches, etc…)2/ Spécifier, Concevoir, Développer, Tester Et Documenter La Suite Logicielle (IHM Web, Outils Back-end, Etc…) Pour L’opération, La Maintenance Et L’exploitation Des Produits Embarqués Interface de supervision et de contrôle de l’installation et ses sous-systèmes : interface, distribution électrique et secours, signalisation, sécurité, compartiments, environnement, mouvements, efforts et charges, communication… La gestion du paramétrage de l’installation, La gestion des logs et évènements, L’affichage d’historique à différentes échelles pour l’ensemble des variables surveillées, La configuration et la génération de rapports hebdomadaires, mensuels ou à la demande, L’exécution en back-end d’outils d’indexation, d’alarme, de reporting, de compression des données, de transfert, de sauvegarde3/ Optimisation Des Bases De Données Ainsi Que Des Méthodes D’accès Pour Un Stockage Et Une Exploitation Efficace à Toute Échelle (Big Data, SQL, NoSQL) Gestion du code source et des versions Rédaction de documentations et mise en œuvre de tests de non-régression.ProfilIdéalement ingénieur de formation (idéalement en mathématiques appliquées fortement orientée sur les outils logiciels),  vous justifiez d’une première expérience réussie dans le développement d’outils logiciels en traitement de data et d’interface web dynamique en lien avec des bases de données ainsi qu’en édition de logiciels, méthodes de développement et déploiement de produits logiciels, idéalement dans un contexte industriel. Vous maitrisez parfaitement le développement logiciel en Python et disposez de bonnes connaissances PHP (idéalement Symfony) ainsi qu’en systèmes de base de données SQL.Des compétences Big Data et systèmes de bases de données NoSQL seraient un + non négligeable, ainsi que des notions d’architecture DevOps et/ou en tant que Data Scientist.Capacité à structurer les pratiques et outils dans une démarche agile mais rigoureuse, afin de toujours livrer des codes fonctionnels, robustes, documentés et adaptés aux enjeux,Maitrise indispensable de l’anglais à l’oral et à l’écrit Démarrage rapide souhaité (un préavis ne sera toutefois pas rédhibitoire).  Contrat proposé : CDI de préférence, mais contrats alternatifs envisageables. Votre recherche d’appartement sur la région est prise en charge gratuitement par l’un de nos partenaires spécialisé dans l’immobilier.",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
187,13733,Dassault Systèmes,Ingénieur développement Big Data DELMIA R&D H/F,"Vélizy-Villacoublay, FR","Imaginez demain...La marque DELMIA se spécialise dans la résolution de problématiques liées à la production industrielle d'aujourd'hui et de demain.Les domaines d'application sont variés gestion de chaine logistique, définition des gammes de fabrication et ordonnancement des ordres de fabrication, simulation de production.Votre contributionDans le cadre de projets stratégiques, nous recrutons un passionné de nouvelles technologies pour travailler sur des applications innovantes en collaboration avec nos équipes R&D.Le collaborateur rejoindra l'équipe Manufacturing IP pour travailler sur la gestion et le traitement des données de la définition virtuelle de la production à l’exécution réelle afin de simuler, visualiser, optimiser et anticiper le comportement d'une usineUne attention particulière doit être portée au design du data model afin d’assurer une consistance entre l’ensemble des applications de DELMIA, ainsi que sur les performances et la scalabilité pour supporter des quantités toujours plus importantes de données.Souhaitez-vous participer à la modélisation de l'usine du futur? Alors, rejoignez-nous!#Microservices #BigData #IIoT #SmartIndexingTechnology Vos futurs défisVous participez à la définition et à l’implémentation des nouveaux services en fonction des demandes exprimées par des clients industriels (aéronautique, automobile, construction navale, industrie minière).Vous spécifiez le comportement et sélectionnez les technologies les plus adéquates à la réalisation du projet client.Vous délivrez les fonctionnalités attenduesVous assurez un niveau de qualité optimal pour une utilisation industrielleVos atouts pour réussirVous êtes issu d'une formation bac+5 Ingénieur grande école ou universitaire, avec une spécialisation en informatique de préférenceVous maîtrisez le développement informatique, particulièrement en Java et C++.Une expérience en gestion de bases de donnée (SQL, NoSQL) et en message bus (Kafka, Active MQ) serait un atout majeurLa maitrise du Javascript serait un atoutVos connaissances sur les sujets tels que IIOT, Mico-Services, ainsi que sur du Cloud, Big Data, technologies d’indexation seront valoriséesVous êtes autonome, rigoureux et vous avez un bon relationnelAnglais courant (impératif)",Non pertinent,Temps plein,"['Études/recherche', 'Design', 'Technologies de l’information']","['Logiciels informatiques', 'Technologies et services de l’information', 'Études/recherche']"
188,13734,Groupe SII,Ingénieur développement Big Data,"Le Mans, FR","Description Du PosteL’implantation SII Le Mans, c’est une équipe de 50 collaborateurs qui intervient tant en ingénierie de développement logiciel, qu’en infrastructure réseaux et sécurité.Notre modèle, unique sur le marché des ESN, est axé sur la proximité, aussi bien avec nos collaborateurs qu’avec nos clients et nous permet de délivrer un service de qualité.Cherchant perpétuellement à développer notre expertise, nous disposons aujourd’hui d’une diversité de clients locaux et nationaux (grands comptes, PME, Startup).Dans le cadre agréable du quartier d’affaires de la gare du Mans, venez participer à l’ambiance conviviale, fun et stimulante de notre implantation.Dans le cadre de notre croissance, nous recherchons un Ingénieur Développement Big Data.Dans le cadre de projets d’ampleur pour un client grand compte, votre rôle sera d’intervenir en tant que développeur confirmé sur l’ensemble des phases d’un projet : l’étude, la conception, le développement, l’animation et l’optimisation d’applications.ProfilDe formation supérieure (Bac +3 à Bac +5), vous justifiez d’une expérience significative qui vous ont permis de développer de bonnes compétences sur les technologies suivantes :– Java/J2EE (Java 8).– Hadoop/BigData, MapReduce.– SparkRigoureux(se) et autonome, vous avez le sens de la satisfaction client. Nous vous proposons de rejoindre une structure à taille humaine et d’évoluer au sein d’un groupe attaché à la qualité de son service et à ses valeurs.Le Groupe SII est au cœur de l’innovation au service de grands comptes dans des secteurs d’ingénierie variés. SII est fier de compter aujourd’hui 10 000 experts à travers 80 implantations dans le monde.Animés de cette même passion pour la technologie et l’innovation, les collaborateurs SII peuvent exercer leur métier dans un cadre bienveillant, de proximité avec une dose de fun. Ils intègrent le mouvement #fungenieur dans lequel la créativité et l’esprit d’équipe sont mis à l’honneur.Au palmarès Great place To Work 2019, le Groupe SII a également été labélisé Happy Candidate et Meilleur Employeur 2019 dans la catégorie High Tech par le magazine Capital. Il est signataire de la Charte de la diversité en entreprise. C’est une société handi-accueillante.Suivez-nous sur les réseaux sociaux : Facebook, Linkedin, Viadeo ou Twitter !CompétencesJava/J2EE (Java 8) Hadoop/BigData, MapReduce SparkRéférence De L’annonceADBD7218Expérience2-5 ansQualificationExpert TechniqueRémunérationA négocierPOSTULER",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
189,13735,AnotherBrain,Ingénieur.e IA,"Paris, Ile-de-France, France","AnotherBrain développe une nouvelle génération d’intelligence artificielle : Organic AITM. Bio-inspirée et embarquée sous forme de chips, notre technologie est capable d’apprendre sans supervision humaine, de façon continue et d’expliquer ses décisions. Frugale en données (pas besoin de big data) et énergie, notre IA apporte privacy ""by design"" et est human-friendly.AnotherBrain recrute à présent 3 Ingénieurs.es IA dans le cadre de l'accroissement de l'équipe !MISSION PRINCIPALE :Au sein de l’équipe de recherche bio-inspirée d’AnotherBrain, tu participeras au développement d’algorithme de notre IA.MISSIONS / ACTIVITES :Tu travailleras en toute autonomie sur certains sujets ou en petite équipe sur un sujet choisi collectivement.RechercheVeille de l'état de l'artConception et modélisation d’algorithme pour l'enrichissement de notre IADéveloppementDéveloppement en python des algorithmes modélisésOptimisation des algorithmesDocumentation du travail effectuéCode reviewToutes les décisions prises au sein de l’équipe sont faites collectivement et discutées en amontPROFIL RECHERCHE :Formation :Bac+5 minimumCompétences nécessaires :Expérience dans la recherche avec application pratiqueExpérience dans le développement industrielBon niveau en programmationBonnes bases mathématiquesForce de propositionPython 3FrançaisLa maîtrise de Numpy, git/gerrit et une exéprience en traitement de signal et/ou traitement des images seraient un plus.",Manager,Temps plein,"['Ingénierie', 'Technologies de l’information', 'Études/recherche']",['Technologies et services de l’information']
190,13736,Astek,Ingénieur étude et développement BIG DATA (H/F),"Paris, FR","Le département SI du groupe ASTEK, recherche un Ingénieur étude et développement Big Data (H/F) pour intervenir sur toutes les phases du développement.CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLEVos Missions Principales Seront De Comprendre le besoin afin de le traduire en spécifications fonctionnelles et techniques Trouver la meilleure solution en respect des exigences et contraintes définies Développer les solutions Implémenter et réaliser une solution industrielle pour répondre au besoin VOS QUALITES QUI FERONT LA DIFFERENCEDe formation ingénieur de niveau BAC+5 ou équivalent, vous justifiez d’une expérience d’au moins 2 ans dans la conception et le développement en Big Data.Vous avez une solide expérience avec Hadoop (HDFS, HIVE, HBase), et vous savez travailler en environnement Unix/Linux. La connaissance de Java JobMapReduce, Spark, Scala et PIG est un plus.Vous êtes à l’aise dans des environnements internationaux et possédez un bon niveau d’anglais écrit et oral. Vous êtes force de proposition et faites preuve de rigueur et d’autonomie.",Premier emploi,Temps plein,"['Technologies de l’information', 'Conseil', 'Ingénierie']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
